source_id,recording_alias,platform,source_url,source_identifier,source_title,source_creator,publication_date,duration_seconds,runtime,language,public_access_status,source_license_status,source_terms_url,release_raw_media,release_audio,release_converted_wav,release_full_transcript_text,release_text_chunks,release_chunk_metadata,release_topic_timestamp_annotations,recommended_data_license,rights_release_decision,annotation_source_policy,action_required_before_public_release,notes
src_0011,src_0011.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/deltfl-City_Commission_Meeting_-_June_3_2024,deltfl-City_Commission_Meeting_-_June_3_2024,"City Commission Meeting - June 3, 2024",City of Deltona,2024-06-04,10242,02:50:42,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: deltfl-City_Commission_Meeting_-_June_3_2024; upstream YouTube URL: https://www.youtube.com/watch?v=B30Ris9xqgk
src_0012,src_0012.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/deltfl-City_Commission_Meeting_January_3rd_2022,deltfl-City_Commission_Meeting_January_3rd_2022,"City Commission Meeting January 3rd, 2022",City of Deltona,2022-01-05,4218,01:10:18,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: deltfl-City_Commission_Meeting_January_3rd_2022; upstream YouTube URL: https://www.youtube.com/watch?v=LzvimdRponQ
src_0013,src_0013.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/deltfl-City_Commission_Meeting_June_19_2023,deltfl-City_Commission_Meeting_June_19_2023,"City Commission Meeting, June 19, 2023",City of Deltona,2023-06-20,14604,04:03:24,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: deltfl-City_Commission_Meeting_June_19_2023; upstream YouTube URL: https://www.youtube.com/watch?v=-JMj5qzYFoU
src_0014,src_0014.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/deltfl-City_Commission_Meeting_September_26th_2022,deltfl-City_Commission_Meeting_September_26th_2022,"City Commission Meeting September 26th, 2022",City of Deltona,2022-09-27,6586,01:49:46,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: deltfl-City_Commission_Meeting_September_26th_2022; upstream YouTube URL: https://www.youtube.com/watch?v=QEsGKKSt6i4
src_0015,src_0015.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/deltfl-City_Commission_Workshop_-_February_27th_2023,deltfl-City_Commission_Workshop_-_February_27th_2023,"City Commission Workshop - February 27th, 2023",City of Deltona,2023-03-02,6631,01:50:31,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: deltfl-City_Commission_Workshop_-_February_27th_2023; upstream YouTube URL: https://www.youtube.com/watch?v=NvjNETKdjbI
src_0016,src_0016.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/deltfl-City_Commission_Workshop_-_July_14_2025,deltfl-City_Commission_Workshop_-_July_14_2025,"City Commission Workshop - July 14, 2025",City of Deltona,2025-07-15,7255,02:00:55,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: deltfl-City_Commission_Workshop_-_July_14_2025; upstream YouTube URL: https://www.youtube.com/watch?v=kwivwMz8Vyg
src_0017,src_0017.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/deltfl-City_Commission_Workshop_-_October_9_2023,deltfl-City_Commission_Workshop_-_October_9_2023,"City Commission Workshop - October 9, 2023",City of Deltona,2023-10-10,5526,01:32:06,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: deltfl-City_Commission_Workshop_-_October_9_2023; upstream YouTube URL: https://www.youtube.com/watch?v=-rKbZVBf8Ko
src_0018,src_0018.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/hemetca-City_Council_Meeting_11_12_2025,hemetca-City_Council_Meeting_11_12_2025,City Council Meeting 11/12/2025,City of Hemet CA,2025-11-13,12246,03:24:06,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: hemetca-City_Council_Meeting_11_12_2025; upstream YouTube URL: https://www.youtube.com/watch?v=5ovBCWZXQ8U
src_0019,src_0019.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/cig_0664-City_Council_Hearing_-_Education_Youth_and_Older_Adults_Committee_November_13_2025,cig_0664-City_Council_Hearing_-_Education_Youth_and_Older_Adults_Committee_November_13_2025,"City Council Hearing: Education, Youth, and Older Adults Committee; November 13, 2025",CharmTV,2025-11-14,7180,01:59:40,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: cig_0664-City_Council_Hearing_-_Education_Youth_and_Older_Adults_Committee_November_13_2025; upstream YouTube URL: https://www.youtube.com/watch?v=BwvF6TYgxks
src_0020,src_0020.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/comaca-City_Council_Meeting_-_April_4_2019,comaca-City_Council_Meeting_-_April_4_2019,"City Council Meeting: April 4, 2019","City of Madera, CA",2019-04-04,12797,03:33:17,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: comaca-City_Council_Meeting_-_April_4_2019; upstream YouTube URL: https://www.youtube.com/watch?v=yTXWU-bwgvg
src_0021,src_0021.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/comaca-City_Council_Meeting_-_December_5_2018,comaca-City_Council_Meeting_-_December_5_2018,"City Council Meeting: December 5, 2018","City of Madera, CA",2018-12-05,3887,01:04:47,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: comaca-City_Council_Meeting_-_December_5_2018; upstream YouTube URL: https://www.youtube.com/watch?v=KBvml7jdrzw
src_0022,src_0022.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/comaca-City_Council_Meeting_-_July_18_2018,comaca-City_Council_Meeting_-_July_18_2018,"City Council Meeting: July 18, 2018","City of Madera, CA",2018-07-18,15976,04:26:16,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: comaca-City_Council_Meeting_-_July_18_2018; upstream YouTube URL: https://www.youtube.com/watch?v=my7DySzCODc
src_0023,src_0023.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/comaca-City_Council_Meeting_-_June_5_2019,comaca-City_Council_Meeting_-_June_5_2019,"City Council Meeting: June 5, 2019","City of Madera, CA",2019-06-05,14048,03:54:08,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no,yes_metadata_only_no_transcript_text,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",none_remaining_after_final_source_link_update; do not redistribute media/audio/transcripts/text chunks,Archive identifier: comaca-City_Council_Meeting_-_June_5_2019; upstream YouTube URL: https://www.youtube.com/watch?v=vhZaeTQXB5E
src_0024,src_0024.json,youtube,https://www.youtube.com/watch?v=1IxG7ywSNXk,1IxG7ywSNXk,,,,,,English,public_url_available,platform_terms_no_redistribution,https://www.youtube.com/static?template=terms,no,no,no,no,no,yes_metadata_only_no_transcript_text,yes_authors_original_annotation_layer,CC_BY_4_0_for_authors_original_annotations_and_metadata_only,annotation_layer_only; no redistribution of third-party media/transcript/chunk text,release normalized/manually verified topic labels and timestamps; mark timeline/agenda-seeded labels explicitly when applicable,verify that the URL is the original public meeting source; do not release YouTube-derived media/transcripts/chunks,Archive identifier: ; upstream YouTube URL:
src_0025,src_0025.json,youtube,https://www.youtube.com/watch?v=bRtBHF-WPpM,bRtBHF-WPpM,,,,,,English,public_url_available,platform_terms_no_redistribution,https://www.youtube.com/static?template=terms,no,no,no,no,no,yes_metadata_only_no_transcript_text,yes_authors_original_annotation_layer,CC_BY_4_0_for_authors_original_annotations_and_metadata_only,annotation_layer_only; no redistribution of third-party media/transcript/chunk text,release normalized/manually verified topic labels and timestamps; mark timeline/agenda-seeded labels explicitly when applicable,verify that the URL is the original public meeting source; do not release YouTube-derived media/transcripts/chunks,Archive identifier: ; upstream YouTube URL:
src_0026,src_0026.json,youtube,https://www.youtube.com/watch?v=5MuIMqhT8DM,5MuIMqhT8DM,,,,,,English,public_url_available,platform_terms_no_redistribution,https://www.youtube.com/static?template=terms,no,no,no,no,no,yes_metadata_only_no_transcript_text,yes_authors_original_annotation_layer,CC_BY_4_0_for_authors_original_annotations_and_metadata_only,annotation_layer_only; no redistribution of third-party media/transcript/chunk text,release normalized/manually verified topic labels and timestamps; mark timeline/agenda-seeded labels explicitly when applicable,verify that the URL is the original public meeting source; do not release YouTube-derived media/transcripts/chunks,Archive identifier: ; upstream YouTube URL:
src_0027,src_0027.json,youtube,https://www.youtube.com/watch?v=BHY0FxzoKZE,BHY0FxzoKZE,,,,,,English,public_url_available,platform_terms_no_redistribution,https://www.youtube.com/static?template=terms,no,no,no,no,no,yes_metadata_only_no_transcript_text,yes_authors_original_annotation_layer,CC_BY_4_0_for_authors_original_annotations_and_metadata_only,annotation_layer_only; no redistribution of third-party media/transcript/chunk text,release normalized/manually verified topic labels and timestamps; mark timeline/agenda-seeded labels explicitly when applicable,verify that the URL is the original public meeting source; do not release YouTube-derived media/transcripts/chunks,Archive identifier: ; upstream YouTube URL:
src_0028,src_0028.json,youtube,https://www.youtube.com/watch?v=FwOTs4UxQS4,FwOTs4UxQS4,,,,,,English,public_url_available,platform_terms_no_redistribution,https://www.youtube.com/static?template=terms,no,no,no,no,no,yes_metadata_only_no_transcript_text,yes_authors_original_annotation_layer,CC_BY_4_0_for_authors_original_annotations_and_metadata_only,annotation_layer_only; no redistribution of third-party media/transcript/chunk text,release normalized/manually verified topic labels and timestamps; mark timeline/agenda-seeded labels explicitly when applicable,verify that the URL is the original public meeting source; do not release YouTube-derived media/transcripts/chunks,Archive identifier: ; upstream YouTube URL:
src_0029,src_0029.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/epcga-November_3_2025_City_Council_Meeting,epcga-November_3_2025_City_Council_Meeting,"November 3, 2025 City Council Meeting",City of East Point,2025-11-04,10659,02:57:39,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: epcga-November_3_2025_City_Council_Meeting; upstream YouTube URL: https://www.youtube.com/watch?v=MLZq1K3D320
src_0030,src_0030.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/copsca-City_Council_Meeting_September_5_2018,copsca-City_Council_Meeting_September_5_2018,"City Council Meeting - September 5, 2018","City of Palm Springs, CA",2018-09-05,10854,03:00:54,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: copsca-City_Council_Meeting_September_5_2018; upstream YouTube URL: https://www.youtube.com/watch?v=yQg5wO7jUi0
src_0031,src_0031.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/hemetca-City_Council_Meeting_11_12_2025,hemetca-City_Council_Meeting_11_12_2025,City Council Meeting 11/12/2025,City of Hemet CA,2025-11-13,12246,03:24:06,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: hemetca-City_Council_Meeting_11_12_2025; upstream YouTube URL: https://www.youtube.com/watch?v=5ovBCWZXQ8U
src_0032,src_0032.json,internet_archive_community_media_with_upstream_youtube_metadata,https://archive.org/details/cojknc-City_Council_Regular_Meeting_-_April_17_2018,cojknc-City_Council_Regular_Meeting_-_April_17_2018,"City Council Regular Meeting - April 17, 2018",City of Jacksonville NC,2018-04-18,2960,00:49:20,English,public_source_url_available,public_access_no_redistribution_assumed_until_license_verified,https://archive.org/about/terms.php; https://www.youtube.com/static?template=terms,no,no,no,no,no_text_only_metadata,yes_metadata_only,yes_authors_original_annotation_layer,CC BY 4.0 for authors_original_annotations_only; no rights granted to third-party media/transcripts,safe_release_manifest_annotations_code_only_no_media_no_transcripts,"manual_verified; if seeded from public agenda/chapter markers, normalize labels and disclose as public_seeded_manual_verified",verify source URL and license note; do not redistribute media/audio/transcripts/text chunks,Archive identifier: cojknc-City_Council_Regular_Meeting_-_April_17_2018; upstream YouTube URL: https://www.youtube.com/watch?v=qaBniIK2wBM
